"MEMBER_NAME","MEMBER_ID","BILL_NUMBER","PATRON_TYPE"
"Bill DeSteph                  ","S0096","SB944","1" - Chief Patron
"Bill DeSteph                  ","S0096","SB945","1" - Chief Patron
"Bill DeSteph                  ","S0096","SB946","1" - Chief Patron
"Christie New Craig            ","S0118","SB946","2" - Chief Co-Patron
"Bill DeSteph                  ","S0096","SB947","1" - Chief Patron
"Bill DeSteph                  ","S0096","SB948","1" - Chief Patron
"Christie New Craig            ","S0118","SB948","3" - Co-Patron
"Ryan T. McDougle              ","S0069","SB949","1" - Chief Patron
"Paul E. Krizek                ","H0281","SB949","2" - Chief Co-Patron
"Christie New Craig            ","S0118","SB949","3" - Co-Patron
"Ryan T. McDougle              ","S0069","SB950","1" - Chief Patron
"Christie New Craig            ","S0118","SB950","2" - Chief Co-Patron
"Emily M. Jordan               ","S0116","SB950","3" - Co-Patron
"Ryan T. McDougle              ","S0069","SB951","1" - Chief Patron
"Christie New Craig            ","S0118","SB951","2" - Co-Patron
"Bill DeSteph                  ","S0096","SB952","1" - Chief Patron
"Christie New Craig            ","S0118","SB952","2" - Chief Co-Patron
"Barbara A. Favola             ","S0086","SB953","1" - Chief Patron
"Christopher T. Head           ","S0122","SB953","2" - Incorporated Chief Co-Patron
"Sam Rasoul                    ","H0266","SB953","3" - Sponsor
"Sam Rasoul                    ","H0266","SB953","4" - Sponsor
"Sam Rasoul                    ","H0266","SB953","5" - Sponsor
"Saddam Azlan Salim            ","S0127","SB954","1" - Chief Patron
"Schuyler T. VanValkenburg     ","S0129","SB955","1" - Chief Patron
"Carrie E. Coyner              ","H0315","SB955","2" - Chief Co-Patron
"Richard H. Stuart             ","S0078","SB956","1" - Chief Patron
"Russet Perry                  ","S0125","SB957","1" - Chief Patron
"J.D. ""Danny"" Diggs            ","S0119","SB957","2" - Incorporated Chief Co-Patron
"Richard H. Stuart             ","S0078","SB958","1" - Chief Patron
"Glen H. Sturtevant, Jr.       ","S0099","SB959","1" - Chief Patron
"William M. Stanley, Jr.       ","S0082","SB96","1" - Chief Patron
"Russet Perry                  ","S0125","SB960","1" - Chief Patron
"Richard H. Stuart             ","S0078","SB960","2" - Incorporated Chief Co-Patron
"Kannan Srinivasan             ","S0133","SB960","3" - Chief Co-Patron
"Ian T. Lovejoy                ","H0373","SB960","4" - Co-Patron
"Danica A. Roem                ","S0126","SB961","1" - Chief Patron
"Jennifer D. Carroll Foy       ","S0117","SB962","1" - Chief Patron
"Paul E. Krizek                ","H0281","SB962","2" - Sponsor
"Paul E. Krizek                ","H0281","SB962","3" - Sponsor
"Jennifer D. Carroll Foy       ","S0117","SB963","1" - Chief Patron
"Kannan Srinivasan             ","S0133","SB963","2" - Incorporated Chief Co-Patron
"Christie New Craig            ","S0118","SB963","3" - Co-Patron
"Barbara A. Favola             ","S0086","SB963","4" - Co-Patron
"Jennifer D. Carroll Foy       ","S0117","SB964","1" - Chief Patron
"Jennifer D. Carroll Foy       ","S0117","SB965","1" - Chief Patron
"Jennifer D. Carroll Foy       ","S0117","SB966","1" - Chief Patron
"Jennifer D. Carroll Foy       ","S0117","SB967","1" - Chief Patron
"Jennifer D. Carroll Foy       ","S0117","SB968","1" - Chief Patron
"Richard H. Stuart             ","S0078","SB969","1" - Chief Patron
"Aaron R. Rouse                ","S0113","SB970","1" - Chief Patron
"Jennifer D. Carroll Foy       ","S0117","SB970","2" - Chief Co-Patron
"Lashrecse D. Aird             ","S0115","SB970","3" - Co-Patron
"Aaron R. Rouse                ","S0113","SB971","1" - Chief Patron
"Aaron R. Rouse                ","S0113","SB972","1" - Chief Patron
"T. Travis Hackworth           ","S0112","SB973","1" - Chief Patron
"Schuyler T. VanValkenburg     ","S0129","SB974","1" - Chief Patron
"Carrie E. Coyner              ","H0315","SB974","2" - Chief Co-Patron
"Schuyler T. VanValkenburg     ","S0129","SB975","1" - Chief Patron
"Richard H. Stuart             ","S0078","SB976","1" - Chief Patron
"Danica A. Roem                ","S0126","SB976","2" - Co-Patron
"Ghazala F. Hashmi             ","S0108","SB977","1" - Chief Patron
"Jennifer D. Carroll Foy       ","S0117","SB977","2" - Chief Co-Patron
"Ghazala F. Hashmi             ","S0108","SB978","1" - Chief Patron
"Ghazala F. Hashmi             ","S0108","SB979","1" - Chief Patron
"Ghazala F. Hashmi             ","S0108","SB980","1" - Chief Patron
"Ghazala F. Hashmi             ","S0108","SB981","1" - Chief Patron
"Scott A. Surovell             ","S0100","SB982","1" - Chief Patron
"Lamont Bagby                  ","S0114","SB982","2" - Chief Co-Patron
"Stella G. Pekarsky            ","S0124","SB982","3" - Chief Co-Patron
"Todd E. Pillion               ","S0111","SB982","4" - Chief Co-Patron
"Tammy Brankley Mulchi         ","S0131","SB983","1" - Chief Patron
"Tammy Brankley Mulchi         ","S0131","SB984","1" - Chief Patron
"Christie New Craig            ","S0118","SB984","2" - Chief Co-Patron
"Angelia Williams Graves       ","S0130","SB985","1" - Chief Patron
"Angelia Williams Graves       ","S0130","SB986","1" - Chief Patron
"Angelia Williams Graves       ","S0130","SB987","1" - Chief Patron
"Angelia Williams Graves       ","S0130","SB988","1" - Chief Patron
"Angelia Williams Graves       ","S0130","SB989","1" - Chief Patron
"Angelia Williams Graves       ","S0130","SB990","1" - Chief Patron
"Christopher T. Head           ","S0122","SB990","2" - Incorporated Chief Co-Patron
"Angelia Williams Graves       ","S0130","SB991","1" - Chief Patron
"Angelia Williams Graves       ","S0130","SB992","1" - Chief Patron
"Angelia Williams Graves       ","S0130","SB993","1" - Chief Patron
"Angelia Williams Graves       ","S0130","SB994","1" - Chief Patron
"Angelia Williams Graves       ","S0130","SB995","1" - Chief Patron
"Angelia Williams Graves       ","S0130","SB996","1" - Chief Patron
"Bryce E. Reeves               ","S0088","SB996","2" - Incorporated Chief Co-Patron
"Christie New Craig            ","S0118","SB996","3" - Incorporated Chief Co-Patron
"Angelia Williams Graves       ","S0130","SB997","1" - Chief Patron
"Angelia Williams Graves       ","S0130","SB998","1" - Chief Patron
"Schuyler T. VanValkenburg     ","S0129","SB998","2" - Incorporated Chief Co-Patron
"Scott A. Surovell             ","S0100","SB999","1" - Chief Patron
"Jennifer B. Boysko            ","S0106","SJ1","1" - Chief Patron
"Ghazala F. Hashmi             ","S0108","SJ1","2" - Chief Patron
"L. Louise Lucas               ","S0019","SJ1","3" - Chief Patron
"Mamie E. Locke                ","S0067","SJ1","4" - Chief Patron
"Barbara A. Favola             ","S0086","SJ1","5" - Chief Patron
"Aaron R. Rouse                ","S0113","SJ1","1999" - Co-Patron
"Adam P. Ebbin                 ","S0085","SJ1","1999" - Co-Patron
"Angelia Williams Graves       ","S0130","SJ1","1999" - Co-Patron
"David W. Marsden              ","S0080","SJ1","1999" - Co-Patron
"Jennifer D. Carroll Foy       ","S0117","SJ1","1999" - Co-Patron
"Jeremy S. McPike              ","S0098","SJ1","1999" - Co-Patron
"Lashrecse D. Aird             ","S0115","SJ1","1999" - Co-Patron
"R. Creigh Deeds               ","S0062","SJ1","1999" - Co-Patron
"Saddam Azlan Salim            ","S0127","SJ1","1999" - Co-Patron
"Scott A. Surovell             ","S0100","SJ1","1999" - Co-Patron
"Stella G. Pekarsky            ","S0124","SJ1","1999" - Co-Patron
"Irene Shin                    ","H0344","SJ1","2999" - Co-Patron
"Marcus B. Simon               ","H0264","SJ1","2999" - Co-Patron
"Mark J. Peake                 ","S0105","SJ10","1" - Chief Patron
"Adam P. Ebbin                 ","S0085","SJ11","1" - Chief Patron
"Jennifer B. Boysko            ","S0106","SJ11","1041" - Chief Co-Patron
"Angelia Williams Graves       ","S0130","SJ11","1999" - Co-Patron
"David W. Marsden              ","S0080","SJ11","1999" - Co-Patron
"Ghazala F. Hashmi             ","S0108","SJ11","1999" - Co-Patron
"Jeremy S. McPike              ","S0098","SJ11","1999" - Co-Patron
"Saddam Azlan Salim            ","S0127","SJ11","1999" - Co-Patron
"Stella G. Pekarsky            ","S0124","SJ11","1999" - Co-Patron
"Joshua G. Cole                ","H0314","SJ11","2999" - Co-Patron
"Kelly K. Convirs-Fowler       ","H0295","SJ11","2999" - Co-Patron
"Laura Jane Cohen              ","H0355","SJ11","2999" - Co-Patron
"Mark D. Sickles               ","H0172","SJ11","2999" - Co-Patron
"Patrick A. Hope               ","H0219","SJ11","2999" - Co-Patron
"Rozia A. Henson, Jr.          ","H0365","SJ11","2999" - Co-Patron
"Ghazala F. Hashmi             ","S0108","SJ18","1" - Chief Patron
"Danica A. Roem                ","S0126","SJ19","1" - Chief Patron
"Jennifer B. Boysko            ","S0106","SJ19","1999" - Co-Patron
"Mamie E. Locke                ","S0067","SJ2","1" - Chief Patron
"Jennifer B. Boysko            ","S0106","SJ2","1041" - Chief Co-Patron
"Ghazala F. Hashmi             ","S0108","SJ2","1999" - Co-Patron
"R. Creigh Deeds               ","S0062","SJ2","1999" - Co-Patron
"Jeion A. Ward                 ","H0173","SJ2","2999" - Co-Patron
"Marcus B. Simon               ","H0264","SJ2","2999" - Co-Patron
"Lashrecse D. Aird             ","S0115","SJ20","1" - Chief Patron
"Lashrecse D. Aird             ","S0115","SJ21","1" - Chief Patron
"Russet Perry                  ","S0125","SJ21","1999" - Co-Patron
"Jennifer D. Carroll Foy       ","S0117","SJ22","1" - Chief Patron
"Jennifer B. Boysko            ","S0106","SJ247","1" - Chief Patron
"Mamie E. Locke                ","S0067","SJ247","2" - Chief Co-Patron
"L. Louise Lucas               ","S0019","SJ247","3" - Chief Co-Patron
"Ghazala F. Hashmi             ","S0108","SJ247","4" - Chief Co-Patron
"Lashrecse D. Aird             ","S0115","SJ247","5" - Co-Patron
"Lamont Bagby                  ","S0114","SJ247","6" - Co-Patron
"Jennifer D. Carroll Foy       ","S0117","SJ247","7" - Co-Patron
"R. Creigh Deeds               ","S0062","SJ247","8" - Co-Patron
"Adam P. Ebbin                 ","S0085","SJ247","9" - Co-Patron
"Barbara A. Favola             ","S0086","SJ247","10" - Co-Patron
"David W. Marsden              ","S0080","SJ247","11" - Co-Patron
"Jeremy S. McPike              ","S0098","SJ247","12" - Co-Patron
"Stella G. Pekarsky            ","S0124","SJ247","13" - Co-Patron
"Russet Perry                  ","S0125","SJ247","14" - Co-Patron
"Danica A. Roem                ","S0126","SJ247","15" - Co-Patron
"Aaron R. Rouse                ","S0113","SJ247","16" - Co-Patron
"Saddam Azlan Salim            ","S0127","SJ247","17" - Co-Patron
"Angelia Williams Graves       ","S0130","SJ247","18" - Co-Patron
"Schuyler T. VanValkenburg     ","S0129","SJ247","19" - Co-Patron
"Kannan Srinivasan             ","S0133","SJ247","20" - Co-Patron
"Emily M. Jordan               ","S0116","SJ247","9999" - Sponsor
"Tara A. Durant                ","S0120","SJ247","9999" - Sponsor
"Irene Shin                    ","H0344","SJ247","10000" - Co-Patron
"Mamie E. Locke                ","S0067","SJ248","1" - Chief Patron
"Jennifer D. Carroll Foy       ","S0117","SJ248","2" - Chief Co-Patron
"Ghazala F. Hashmi             ","S0108","SJ248","3" - Chief Co-Patron
"Lashrecse D. Aird             ","S0115","SJ248","4" - Co-Patron
"Lamont Bagby                  ","S0114","SJ248","5" - Co-Patron
"Jennifer B. Boysko            ","S0106","SJ248","6" - Co-Patron
"R. Creigh Deeds               ","S0062","SJ248","7" - Co-Patron
"Adam P. Ebbin                 ","S0085","SJ248","8" - Co-Patron
"Barbara A. Favola             ","S0086","SJ248","9" - Co-Patron
"L. Louise Lucas               ","S0019","SJ248","10" - Co-Patron
"David W. Marsden              ","S0080","SJ248","11" - Co-Patron
"Jeremy S. McPike              ","S0098","SJ248","12" - Co-Patron
"Stella G. Pekarsky            ","S0124","SJ248","13" - Co-Patron
"Russet Perry                  ","S0125","SJ248","14" - Co-Patron
"Danica A. Roem                ","S0126","SJ248","15" - Co-Patron
"Aaron R. Rouse                ","S0113","SJ248","16" - Co-Patron
"Saddam Azlan Salim            ","S0127","SJ248","17" - Co-Patron
"Kannan Srinivasan             ","S0133","SJ248","18" - Co-Patron
"Scott A. Surovell             ","S0100","SJ248","19" - Co-Patron
"Schuyler T. VanValkenburg     ","S0129","SJ248","20" - Co-Patron
"Angelia Williams Graves       ","S0130","SJ248","21" - Co-Patron
"Ryan T. McDougle              ","S0069","SJ248","21" - Sponsor
"Adam P. Ebbin                 ","S0085","SJ249","1" - Chief Patron
"Jennifer B. Boysko            ","S0106","SJ249","2" - Chief Co-Patron
"Ghazala F. Hashmi             ","S0108","SJ249","3" - Chief Co-Patron
"Danica A. Roem                ","S0126","SJ249","4" - Chief Co-Patron
"Lashrecse D. Aird             ","S0115","SJ249","5" - Co-Patron
"Lamont Bagby                  ","S0114","SJ249","6" - Co-Patron
"Jennifer D. Carroll Foy       ","S0117","SJ249","7" - Co-Patron
"R. Creigh Deeds               ","S0062","SJ249","8" - Co-Patron
"Barbara A. Favola             ","S0086","SJ249","9" - Co-Patron
"Mamie E. Locke                ","S0067","SJ249","10" - Co-Patron
"L. Louise Lucas               ","S0019","SJ249","11" - Co-Patron
"David W. Marsden              ","S0080","SJ249","12" - Co-Patron
"Jeremy S. McPike              ","S0098","SJ249","13" - Co-Patron
"Stella G. Pekarsky            ","S0124","SJ249","14" - Co-Patron
"Russet Perry                  ","S0125","SJ249","15" - Co-Patron
"Aaron R. Rouse                ","S0113","SJ249","16" - Co-Patron
"Saddam Azlan Salim            ","S0127","SJ249","17" - Co-Patron
"Kannan Srinivasan             ","S0133","SJ249","18" - Co-Patron
"Scott A. Surovell             ","S0100","SJ249","19" - Co-Patron
"Schuyler T. VanValkenburg     ","S0129","SJ249","20" - Co-Patron
"Angelia Williams Graves       ","S0130","SJ249","21" - Co-Patron
"Jennifer D. Carroll Foy       ","S0117","SJ250","1" - Chief Patron
"Lashrecse D. Aird             ","S0115","SJ250","2" - Co-Patron
"David R. Suetterlein          ","S0101","SJ250","3" - Co-Patron
"Angelia Williams Graves       ","S0130","SJ250","4" - Co-Patron
"Mamie E. Locke                ","S0067","SJ251","1" - Chief Patron
"Ghazala F. Hashmi             ","S0108","SJ251","2" - Co-Patron
"Timmy F. French               ","S0121","SJ252","1" - Chief Patron
"Russet Perry                  ","S0125","SJ252","2" - Co-Patron
"Danica A. Roem                ","S0126","SJ252","3" - Co-Patron
"Scott A. Surovell             ","S0100","SJ253","1" - Chief Patron
"Russet Perry                  ","S0125","SJ254","1" - Chief Patron
"Aaron R. Rouse                ","S0113","SJ255","1" - Chief Patron
"Schuyler T. VanValkenburg     ","S0129","SJ255","2" - Co-Patron
"Richard H. Stuart             ","S0078","SJ256","1" - Chief Patron
"Hillary Pugh Kent             ","H0369","SJ256","2" - Co-Patron
"Richard H. Stuart             ","S0078","SJ257","1" - Chief Patron
"Hillary Pugh Kent             ","H0369","SJ257","2" - Co-Patron
"Angelia Williams Graves       ","S0130","SJ258","1" - Chief Patron
"Scott A. Surovell             ","S0100","SJ259","1" - Chief Patron
"Stella G. Pekarsky            ","S0124","SJ26","1" - Chief Patron
"Danica A. Roem                ","S0126","SJ260","1" - Chief Patron
"Stella G. Pekarsky            ","S0124","SJ261","1" - Chief Patron
"Ghazala F. Hashmi             ","S0108","SJ261","2" - Co-Patron
"Lashrecse D. Aird             ","S0115","SJ262","1" - Chief Patron
"Lashrecse D. Aird             ","S0115","SJ263","1" - Chief Patron
"Lamont Bagby                  ","S0114","SJ264","1" - Chief Patron
"Jennifer B. Boysko            ","S0106","SJ264","2" - Co-Patron
"Hyland F. ""Buddy"" Fowler, Jr. ","H0259","SJ264","3" - Co-Patron
"Tammy Brankley Mulchi         ","S0131","SJ264","4" - Co-Patron
"Chris Obenshain               ","H0378","SJ264","5" - Co-Patron
"Richard H. Stuart             ","S0078","SJ265","1" - Chief Patron
"Hillary Pugh Kent             ","H0369","SJ265","2" - Co-Patron
"Christie New Craig            ","S0118","SJ266","1" - Chief Patron
"James A. ""Jay"" Leftwich       ","H0262","SJ266","2" - Chief Co-Patron
"Mamie E. Locke                ","S0067","SJ267","1" - Chief Patron
"Christie New Craig            ","S0118","SJ267","2" - Chief Co-Patron
"Lashrecse D. Aird             ","S0115","SJ267","3" - Co-Patron
"Lamont Bagby                  ","S0114","SJ267","4" - Co-Patron
"Jennifer B. Boysko            ","S0106","SJ267","5" - Co-Patron
"Jennifer D. Carroll Foy       ","S0117","SJ267","6" - Co-Patron
"Luther Cifers, III            ","S0132","SJ267","7" - Co-Patron
"R. Creigh Deeds               ","S0062","SJ267","8" - Co-Patron
"Bill DeSteph                  ","S0096","SJ267","9" - Co-Patron
"J.D. ""Danny"" Diggs            ","S0119","SJ267","10" - Co-Patron
"Tara A. Durant                ","S0120","SJ267","11" - Co-Patron
"Adam P. Ebbin                 ","S0085","SJ267","12" - Co-Patron
"Barbara A. Favola             ","S0086","SJ267","13" - Co-Patron
"Timmy F. French               ","S0121","SJ267","14" - Co-Patron
"T. Travis Hackworth           ","S0112","SJ267","15" - Co-Patron
"Ghazala F. Hashmi             ","S0108","SJ267","16" - Co-Patron
"Christopher T. Head           ","S0122","SJ267","17" - Co-Patron
"Emily M. Jordan               ","S0116","SJ267","18" - Co-Patron
"L. Louise Lucas               ","S0019","SJ267","19" - Co-Patron
"David W. Marsden              ","S0080","SJ267","20" - Co-Patron
"Ryan T. McDougle              ","S0069","SJ267","21" - Co-Patron
"Jeremy S. McPike              ","S0098","SJ267","22" - Co-Patron
"Tammy Brankley Mulchi         ","S0131","SJ267","23" - Co-Patron
"Mark D. Obenshain             ","S0068","SJ267","24" - Co-Patron
"Mark J. Peake                 ","S0105","SJ267","25" - Co-Patron
"Stella G. Pekarsky            ","S0124","SJ267","26" - Co-Patron
"Russet Perry                  ","S0125","SJ267","27" - Co-Patron
"Todd E. Pillion               ","S0111","SJ267","28" - Co-Patron
"Bryce E. Reeves               ","S0088","SJ267","29" - Co-Patron
"Danica A. Roem                ","S0126","SJ267","30" - Co-Patron
"Aaron R. Rouse                ","S0113","SJ267","31" - Co-Patron
"Saddam Azlan Salim            ","S0127","SJ267","32" - Co-Patron
"Kannan Srinivasan             ","S0133","SJ267","33" - Co-Patron
"William M. Stanley, Jr.       ","S0082","SJ267","34" - Co-Patron
"Richard H. Stuart             ","S0078","SJ267","35" - Co-Patron
"Glen H. Sturtevant, Jr.       ","S0099","SJ267","36" - Co-Patron
"Scott A. Surovell             ","S0100","SJ267","37" - Co-Patron
"Schuyler T. VanValkenburg     ","S0129","SJ267","38" - Co-Patron
"Angelia Williams Graves       ","S0130","SJ267","39" - Co-Patron
"Mamie E. Locke                ","S0067","SJ268","1" - Chief Patron
"Schuyler T. VanValkenburg     ","S0129","SJ269","1" - Chief Patron
"Glen H. Sturtevant, Jr.       ","S0099","SJ269","2" - Chief Co-Patron
"Mark J. Peake                 ","S0105","SJ270","1" - Chief Patron
"Mark D. Obenshain             ","S0068","SJ271","1" - Chief Patron
"Schuyler T. VanValkenburg     ","S0129","SJ272","1" - Chief Patron
"Betsy B. Carr                 ","H0212","SJ272","2" - Co-Patron
"Aaron R. Rouse                ","S0113","SJ273","1" - Chief Patron
"Aaron R. Rouse                ","S0113","SJ274","1" - Chief Patron
"Aaron R. Rouse                ","S0113","SJ275","1" - Chief Patron
"Aaron R. Rouse                ","S0113","SJ276","1" - Chief Patron
"Ryan T. McDougle              ","S0069","SJ277","1" - Chief Patron
"Lamont Bagby                  ","S0114","SJ277","2" - Chief Co-Patron
"Lashrecse D. Aird             ","S0115","SJ277","3" - Co-Patron
"Jennifer B. Boysko            ","S0106","SJ277","4" - Co-Patron
"Jennifer D. Carroll Foy       ","S0117","SJ277","5" - Co-Patron
"Luther Cifers, III            ","S0132","SJ277","6" - Co-Patron
"Christie New Craig            ","S0118","SJ277","7" - Co-Patron
"Adam P. Ebbin                 ","S0085","SJ277","8" - Co-Patron
"R. Creigh Deeds               ","S0062","SJ277","9" - Co-Patron
"Bill DeSteph                  ","S0096","SJ277","10" - Co-Patron
"J.D. ""Danny"" Diggs            ","S0119","SJ277","11" - Co-Patron
"Tara A. Durant                ","S0120","SJ277","12" - Co-Patron
"Barbara A. Favola             ","S0086","SJ277","13" - Co-Patron
"Timmy F. French               ","S0121","SJ277","14" - Co-Patron
"T. Travis Hackworth           ","S0112","SJ277","15" - Co-Patron
"Ghazala F. Hashmi             ","S0108","SJ277","16" - Co-Patron
"Christopher T. Head           ","S0122","SJ277","17" - Co-Patron
"Emily M. Jordan               ","S0116","SJ277","18" - Co-Patron
"Mamie E. Locke                ","S0067","SJ277","19" - Co-Patron
"L. Louise Lucas               ","S0019","SJ277","20" - Co-Patron
"David W. Marsden              ","S0080","SJ277","21" - Co-Patron
"Jeremy S. McPike              ","S0098","SJ277","22" - Co-Patron
"Tammy Brankley Mulchi         ","S0131","SJ277","23" - Co-Patron
"Mark D. Obenshain             ","S0068","SJ277","24" - Co-Patron
"Mark J. Peake                 ","S0105","SJ277","25" - Co-Patron
"Stella G. Pekarsky            ","S0124","SJ277","26" - Co-Patron
"Russet Perry                  ","S0125","SJ277","27" - Co-Patron
"Todd E. Pillion               ","S0111","SJ277","28" - Co-Patron
"Bryce E. Reeves               ","S0088","SJ277","29" - Co-Patron
"Danica A. Roem                ","S0126","SJ277","30" - Co-Patron
"Aaron R. Rouse                ","S0113","SJ277","31" - Co-Patron
"Saddam Azlan Salim            ","S0127","SJ277","32" - Co-Patron
"Kannan Srinivasan             ","S0133","SJ277","33" - Co-Patron
"William M. Stanley, Jr.       ","S0082","SJ277","34" - Co-Patron
"Richard H. Stuart             ","S0078","SJ277","35" - Co-Patron
"Glen H. Sturtevant, Jr.       ","S0099","SJ277","36" - Co-Patron
"David R. Suetterlein          ","S0101","SJ277","37" - Co-Patron
"Scott A. Surovell             ","S0100","SJ277","38" - Co-Patron
"Schuyler T. VanValkenburg     ","S0129","SJ277","39" - Co-Patron
"Angelia Williams Graves       ","S0130","SJ277","40" - Co-Patron
"Betsy B. Carr                 ","H0212","SJ277","41" - Co-Patron
"Hillary Pugh Kent             ","H0369","SJ277","42" - Co-Patron
"Delores L. McQuinn            ","H0207","SJ277","9999" - Co-Patron
"Scott A. Wyatt                ","H0328","SJ277","9999" - Co-Patron
"Vivian E. Watts               ","H0108","SJ277","9999" - Co-Patron
"Emily M. Jordan               ","S0116","SJ278","1" - Chief Patron
"Schuyler T. VanValkenburg     ","S0129","SJ279","1" - Chief Patron
"Lashrecse D. Aird             ","S0115","SJ279","2" - Co-Patron
"Lamont Bagby                  ","S0114","SJ279","3" - Co-Patron
"Aaron R. Rouse                ","S0113","SJ280","1" - Chief Patron
"Lashrecse D. Aird             ","S0115","SJ280","2" - Co-Patron
"Lamont Bagby                  ","S0114","SJ280","3" - Co-Patron
"Jennifer D. Carroll Foy       ","S0117","SJ280","4" - Co-Patron
"Luther Cifers, III            ","S0132","SJ280","5" - Co-Patron
"Christie New Craig            ","S0118","SJ280","6" - Co-Patron
"R. Creigh Deeds               ","S0062","SJ280","7" - Co-Patron
"Bill DeSteph                  ","S0096","SJ280","8" - Co-Patron
"J.D. ""Danny"" Diggs            ","S0119","SJ280","9" - Co-Patron
"Tara A. Durant                ","S0120","SJ280","10" - Co-Patron
"Adam P. Ebbin                 ","S0085","SJ280","11" - Co-Patron
"Barbara A. Favola             ","S0086","SJ280","12" - Co-Patron
"Timmy F. French               ","S0121","SJ280","13" - Co-Patron
"T. Travis Hackworth           ","S0112","SJ280","14" - Co-Patron
"Ghazala F. Hashmi             ","S0108","SJ280","15" - Co-Patron
"Christopher T. Head           ","S0122","SJ280","16" - Co-Patron
"Emily M. Jordan               ","S0116","SJ280","17" - Co-Patron
"Mamie E. Locke                ","S0067","SJ280","18" - Co-Patron
"L. Louise Lucas               ","S0019","SJ280","19" - Co-Patron
"David W. Marsden              ","S0080","SJ280","20" - Co-Patron
"Ryan T. McDougle              ","S0069","SJ280","21" - Co-Patron
"Jeremy S. McPike              ","S0098","SJ280","22" - Co-Patron
"Tammy Brankley Mulchi         ","S0131","SJ280","23" - Co-Patron
"Mark D. Obenshain             ","S0068","SJ280","24" - Co-Patron
"Mark J. Peake                 ","S0105","SJ280","25" - Co-Patron
"Stella G. Pekarsky            ","S0124","SJ280","26" - Co-Patron
"Russet Perry                  ","S0125","SJ280","27" - Co-Patron
"Todd E. Pillion               ","S0111","SJ280","28" - Co-Patron
"Bryce E. Reeves               ","S0088","SJ280","29" - Co-Patron
"Danica A. Roem                ","S0126","SJ280","30" - Co-Patron
"Saddam Azlan Salim            ","S0127","SJ280","31" - Co-Patron
"Kannan Srinivasan             ","S0133","SJ280","32" - Co-Patron
"William M. Stanley, Jr.       ","S0082","SJ280","33" - Co-Patron
"Richard H. Stuart             ","S0078","SJ280","34" - Co-Patron
"Glen H. Sturtevant, Jr.       ","S0099","SJ280","35" - Co-Patron
"David R. Suetterlein          ","S0101","SJ280","36" - Co-Patron
"Scott A. Surovell             ","S0100","SJ280","37" - Co-Patron
"Schuyler T. VanValkenburg     ","S0129","SJ280","38" - Co-Patron
"Angelia Williams Graves       ","S0130","SJ280","39" - Co-Patron
"Mamie E. Locke                ","S0067","SJ281","1" - Chief Patron
"Mamie E. Locke                ","S0067","SJ282","1" - Chief Patron
"Mamie E. Locke                ","S0067","SJ283","1" - Chief Patron
"R. Creigh Deeds               ","S0062","SJ283","2" - Co-Patron
"Emily M. Jordan               ","S0116","SJ283","3" - Co-Patron
"Glen H. Sturtevant, Jr.       ","S0099","SJ284","1" - Chief Patron
"Glen H. Sturtevant, Jr.       ","S0099","SJ285","1" - Chief Patron
"Aaron R. Rouse                ","S0113","SJ286","1" - Chief Patron
"Timmy F. French               ","S0121","SJ287","1" - Chief Patron
"C. Todd Gilbert               ","H0181","SJ287","2" - Co-Patron
"Ryan T. McDougle              ","S0069","SJ287","3" - Co-Patron
"Saddam Azlan Salim            ","S0127","SJ288","1" - Chief Patron
"David L. Bulova               ","H0177","SJ288","2" - Co-Patron
"Saddam Azlan Salim            ","S0127","SJ289","1" - Chief Patron
"David L. Bulova               ","H0177","SJ289","2" - Co-Patron
"Saddam Azlan Salim            ","S0127","SJ290","1" - Chief Patron
"David L. Bulova               ","H0177","SJ290","2" - Co-Patron
"Saddam Azlan Salim            ","S0127","SJ291","1" - Chief Patron
"David L. Bulova               ","H0177","SJ291","2" - Co-Patron
"Saddam Azlan Salim            ","S0127","SJ292","1" - Chief Patron
"David L. Bulova               ","H0177","SJ292","2" - Co-Patron
"Scott A. Surovell             ","S0100","SJ293","1" - Chief Patron
"Emily M. Jordan               ","S0116","SJ294","1" - Chief Patron
"Richard H. Stuart             ","S0078","SJ295","1" - Chief Patron
"J.D. ""Danny"" Diggs            ","S0119","SJ296","1" - Chief Patron
"Timmy F. French               ","S0121","SJ297","1" - Chief Patron
"C. Todd Gilbert               ","H0181","SJ297","2" - Co-Patron
"Barbara A. Favola             ","S0086","SJ298","1" - Chief Patron
"Barbara A. Favola             ","S0086","SJ299","1" - Chief Patron
"Patrick A. Hope               ","H0219","SJ299","2" - Co-Patron
"Adele Y. McClure              ","H0375","SJ299","3" - Co-Patron
"Barbara A. Favola             ","S0086","SJ300","1" - Chief Patron
"Schuyler T. VanValkenburg     ","S0129","SJ301","1" - Chief Patron
"Barbara A. Favola             ","S0086","SJ302","1" - Chief Patron
"Jennifer B. Boysko            ","S0106","SJ302","2" - Co-Patron
"Barbara A. Favola             ","S0086","SJ303","1" - Chief Patron
"Saddam Azlan Salim            ","S0127","SJ303","2" - Co-Patron
"Patrick A. Hope               ","H0219","SJ303","3" - Co-Patron
"Karen Keys-Gamarra            ","H0370","SJ303","4" - Co-Patron
"Vivian E. Watts               ","H0108","SJ303","5" - Co-Patron
"Bryce E. Reeves               ","S0088","SJ304","1" - Chief Patron
"Luther Cifers, III            ","S0132","SJ304","2" - Co-Patron
